lon,lat,bio1,bio12,ph,sand,silt,clay,soc,best_crop
42.61522936258046,26.46226041381921,23.358833,171.0,80,439,318,243,42,sorghum
42.23011774737288,26.210075355798683,24.231833,152.0,80,390,353,257,48,wheat
36.44369540739505,27.56708019401789,22.612833,37.0,79,446,319,235,53,wheat
40.05337100388815,25.54766250890642,22.0915,127.0,81,493,315,192,31,sorghum
47.895769689766425,22.91473564694543,27.5895,80.0,81,488,295,217,43,date_palm
44.64833626149782,20.154148976850564,28.380167,104.0,81,477,334,189,79,sorghum
52.9181417570497,20.560996471713104,28.780832,72.0,80,574,315,110,41,date_palm
41.47910114140164,26.5374927733049,23.3975,145.0,80,294,369,337,57,wheat
40.30860338707665,24.13561874684125,27.6665,84.0,81,420,337,243,34,sorghum
36.376381177709206,29.25965043529832,20.6485,23.0,81,421,273,306,36,date_palm
43.92258147343914,19.79217110346189,27.0555,134.0,82,490,309,201,51,sorghum
41.17823255622406,28.14523719432358,22.125,121.0,80,347,301,352,62,alfalfa
41.7655211824615,18.56282053604225,28.199667,252.0,80,450,306,245,236,sorghum
50.197550917417246,23.54403938311893,27.440834,68.0,80,503,323,174,44,date_palm
43.5056880386272,18.82220995421517,24.369167,168.0,83,487,318,194,71,sorghum
47.73315488122192,19.33787591942552,29.064167,64.0,82,527,329,144,48,date_palm
48.11184128352343,21.925643858468327,28.475834,69.0,81,487,338,176,45,date_palm
38.13390167555476,26.955553296242464,22.088167,69.0,80,422,304,275,34,wheat
37.93605223837822,29.38314818875068,21.3285,40.0,82,447,318,235,33,date_palm
40.67791846293044,28.179987647747417,21.785166,106.0,80,341,295,364,53,alfalfa
40.54946957884449,28.916250219212223,21.9105,87.0,80,352,283,365,51,wheat
45.18546646959868,22.036849785456702,28.048332,106.0,83,466,345,189,53,date_palm
53.161661827338975,20.7742054615662,28.908167,73.0,80,558,306,136,47,date_palm
38.10632662422864,25.348924677715743,23.3385,81.0,79,512,309,180,80,sorghum
42.09766555985428,28.071873439502404,22.725834,144.0,79,352,304,344,60,wheat
48.60599136376479,18.718380097108632,29.202,58.0,81,537,315,147,62,date_palm
42.5699784921161,21.79208172949445,28.183,124.0,82,502,304,195,40,sorghum
39.94750381968742,28.83847672008698,21.551332,77.0,81,349,306,345,47,date_palm
42.57765858191756,24.29740127436988,26.5215,127.0,81,380,365,255,32,sorghum
37.32965911408589,26.7233188711037,21.201,66.0,79,468,294,237,48,wheat
37.20519810995482,27.496812531183306,19.335001,77.0,81,551,223,226,42,date_palm
49.890610985604354,19.71921252133797,29.007833,58.0,81,508,375,117,48,date_palm
38.21442517215962,31.41729396804901,19.750834,74.0,81,232,423,344,73,date_palm
48.56832021542404,25.326870174074543,25.709833,94.0,81,489,307,204,38,sorghum
45.50369595269355,28.954698260910995,24.999166,175.0,80,330,385,285,34,sorghum
45.75108304627642,20.2277420622356,29.0265,82.0,82,477,306,216,45,date_palm
43.89278154228619,19.030968092655385,24.6285,156.0,82,488,337,175,64,sorghum
53.29910070039374,22.470851454464743,28.449667,74.0,79,576,263,161,32,date_palm
48.625675929374,19.55996971243878,29.088333,60.0,82,520,341,139,51,date_palm
46.23541071744504,19.42236299667384,28.42,80.0,82,505,323,173,51,date_palm
40.082437805720325,29.05868834710813,21.701166,75.0,81,347,293,360,43,date_palm
45.37073928777645,27.741749791242498,25.881166,208.0,80,345,390,265,34,alfalfa
39.9693887355963,29.3637195950593,22.347334,64.0,81,355,320,325,35,date_palm
45.460734089925225,19.92196675655115,28.698,86.0,82,517,275,208,40,date_palm
55.01237173932432,20.801397496445585,28.912834,91.0,80,475,303,223,48,sorghum
39.22827967093833,22.687870801637025,29.013334,67.0,80,523,304,174,34,date_palm
38.69065137085316,26.256842161321075,22.121666,89.0,78,477,328,195,75,sorghum
43.60798328698522,26.37505218042952,24.524834,183.0,78,336,360,304,69,alfalfa
46.64281670259221,25.097802228658416,25.559334,132.0,80,431,346,223,39,sorghum
40.81126836951414,25.760359229754503,24.503666,117.0,81,436,335,228,50,sorghum
49.0159941548344,22.66071935691714,28.0955,66.0,81,493,372,134,47,date_palm
43.95847935476432,25.101016412127937,25.5315,157.0,79,406,345,249,35,sorghum
38.44101292029456,31.73999786810739,19.150167,97.0,80,276,401,323,50,wheat
41.09406899526087,31.226847868279165,22.037834,85.0,79,339,376,285,41,wheat
53.24273097899758,22.28065555995341,28.559166,73.0,79,572,263,165,46,date_palm
41.14425175759583,29.21153700151409,22.237167,92.0,80,349,279,372,52,wheat
41.702089626881616,21.72491465732893,27.349333,122.0,83,510,274,216,48,sorghum
41.50945716091644,18.548621977412083,29.389166,233.0,80,532,272,196,184,date_palm
43.68528780518023,29.567425737473044,23.558,109.0,79,253,356,391,53,sorghum
38.06697330172861,27.20375467452733,21.089834,71.0,80,430,287,283,39,wheat
44.43251466868018,19.108225928663337,26.679,119.0,82,485,356,159,43,sorghum
42.88899953473517,21.20398264300966,28.1705,134.0,82,494,275,231,44,sorghum
48.696489099114594,24.195231122314976,26.692333,84.0,81,427,328,245,47,sorghum
39.30197721264166,27.810034192461245,21.3195,83.0,80,370,260,370,47,wheat
51.13265656201175,19.067217271308134,28.439667,60.0,81,559,308,133,52,date_palm
50.08224632032872,23.38438643599008,27.590166,66.0,79,481,319,200,59,date_palm
41.72274934274533,20.981546553544582,25.842001,154.0,82,551,224,225,76,sorghum
40.48529464167166,24.120919871931477,27.735332,88.0,80,475,293,232,25,date_palm
41.9961602087455,23.329076119389605,27.9035,113.0,82,451,322,226,30,date_palm
50.60335576969695,21.05627555187636,28.619833,60.0,80,560,313,127,43,date_palm
47.21012267599525,20.17776735504445,29.114,70.0,82,506,342,153,47,date_palm
42.33235590086802,28.759566751670608,22.622,123.0,80,365,285,350,49,wheat
50.5780983980175,20.606958231425835,28.707834,59.0,80,526,348,126,48,date_palm
45.33591716199163,27.223671526924758,25.4825,203.0,79,379,362,260,28,alfalfa
41.39261891536973,29.510389545536107,22.56,89.0,80,394,288,318,51,wheat
43.77505574138816,19.549841179862625,26.701666,142.0,82,451,338,211,50,sorghum
47.295860802745054,23.912947068980344,26.557499,97.0,81,425,328,247,43,sorghum
44.36337731813217,22.85174338157843,26.996,127.0,81,517,291,192,51,sorghum
45.39068560973206,26.28468507909185,25.084833,182.0,79,437,354,210,20,sorghum
43.608859862527744,28.475130840281672,23.529,148.0,79,323,360,318,49,wheat
42.78506649174573,21.22696256269311,28.008167,136.0,82,529,264,208,49,sorghum
48.85093949685174,26.83853202143797,26.003,96.0,80,345,344,311,31,sorghum
40.16343764334229,22.04158575894872,26.131834,99.0,82,540,272,188,27,date_palm
50.96337633136344,19.721723380728385,28.616333,59.0,81,532,336,132,46,date_palm
44.49086309254103,23.194047037520196,27.405167,122.0,81,432,299,269,45,sorghum
43.6804831793384,17.90279477351595,21.0735,189.0,83,486,309,205,98,wheat
39.550629622280006,31.658906179169605,19.386168,104.0,80,276,396,328,47,sorghum
51.424120285386,21.088368182837144,28.536833,61.0,81,494,366,140,42,date_palm
40.72799584645297,28.75532361121973,21.938,96.0,80,389,276,335,62,alfalfa
45.15651755823367,20.04349425850196,27.764334,105.0,82,503,318,180,42,date_palm
39.00506584428322,22.88849000453741,28.779,65.0,80,483,331,186,40,date_palm
50.70724152284333,22.088179367733627,28.360332,61.0,80,532,297,171,41,date_palm
40.23598727892957,24.59415057064366,26.935,86.0,81,438,351,211,30,date_palm
41.88570036504336,24.292708333746013,26.471666,122.0,80,459,348,193,42,sorghum
50.952717455960126,22.47142894224494,28.204166,61.0,80,529,327,144,44,date_palm
54.80638971627559,22.192416095349408,29.209166,90.0,80,556,279,165,57,date_palm
49.068573003719,23.14723248365917,27.989666,68.0,81,490,350,160,44,date_palm
40.95834766109415,26.54453551628605,22.884832,137.0,80,401,317,281,50,wheat
54.35700411662373,20.38721950135612,29.204,87.0,79,530,303,167,55,date_palm
38.63561948647707,23.915883010165395,28.16,75.0,80,456,356,189,47,date_palm
39.54962678261899,29.29842821040473,21.141333,68.0,80,380,339,281,36,wheat
50.09264103160264,25.932776401401583,26.659166,73.0,78,467,276,257,159,sorghum
36.06569494752873,27.748498555132684,21.716833,36.0,79,394,321,285,100,wheat
46.314337204345904,24.706853070051544,24.766167,144.0,79,475,295,229,43,sorghum
45.784363877584525,28.595239958630827,25.254667,213.0,79,306,385,309,34,alfalfa
45.25646729569164,22.70699137677644,27.706667,112.0,81,509,302,189,41,sorghum
46.15907208535806,18.35671887946558,28.162333,73.0,82,525,314,161,47,date_palm
39.386519334819184,26.49630043955265,21.940666,105.0,81,544,266,190,41,sorghum
41.55423797079784,23.20213741873934,27.525833,111.0,82,511,332,157,40,date_palm
46.4811037759933,28.29039255061214,25.379833,221.0,79,319,378,304,46,alfalfa
49.899138467873,24.3665225230658,26.802334,72.0,81,447,335,217,43,date_palm
43.57962659992351,24.087443352708792,26.298334,142.0,80,448,310,242,30,sorghum
42.83760500018298,26.396147562738832,23.902166,167.0,80,441,315,244,41,sorghum
53.02228463524797,19.566680492002337,28.763832,75.0,81,573,319,108,57,date_palm
40.35615446750013,30.4739819571082,21.409,78.0,80,359,364,277,46,wheat
55.34823598614567,22.131375098343728,29.604834,99.0,79,448,340,213,39,date_palm
41.84286274882006,24.69966299837973,26.229,122.0,80,467,330,203,36,sorghum
40.64419916881092,31.55091044170541,20.793667,94.0,80,299,381,320,41,sorghum
46.65638328460732,21.0618206285488,28.437334,82.0,81,464,317,219,42,date_palm
39.29878925747586,30.219233333462107,20.862667,62.0,80,350,376,274,36,wheat
41.2413568151115,19.25200910752188,30.6335,219.0,80,530,264,206,180,wheat
46.52091924827265,26.977369140543157,25.724167,181.0,79,421,331,248,27,sorghum
39.69870004251351,24.40908507502636,27.615,73.0,81,507,321,172,36,date_palm
49.02684489099315,26.45083851527501,26.039,89.0,80,366,348,286,35,sorghum
47.17621319108771,27.34605264488184,25.777166,164.0,79,416,316,268,28,sorghum
36.886832066003365,28.484412329924247,20.836666,51.0,81,470,264,266,38,date_palm
54.385947543764296,20.20987216013003,29.0805,88.0,81,555,332,113,46,date_palm
43.718771185535495,27.58228210447505,24.050001,172.0,79,312,391,297,44,sorghum
51.88939389818227,22.348060212287983,28.335833,64.0,80,551,316,133,45,date_palm
49.93215100482136,26.47503436552451,26.243166,77.0,77,541,250,210,48,sorghum
48.62907193082796,20.52580583790416,29.0515,63.0,81,520,337,144,46,date_palm
37.04648815057544,26.667778392220875,22.332666,52.0,79,391,330,279,90,wheat
51.78179578814687,20.623522780887317,28.579166,62.0,81,596,281,122,48,date_palm
38.54208227950819,29.41234259355423,21.869,43.0,81,349,344,307,38,date_palm
43.65494778810413,26.66710130656885,24.237667,181.0,79,327,393,280,60,alfalfa
48.52093590285607,25.27229826028242,25.777166,95.0,81,472,308,220,45,sorghum
40.07837707429129,28.55495515015981,21.518667,84.0,80,346,299,355,46,wheat
41.43738087468881,28.94820425881508,22.319166,103.0,80,358,282,360,56,alfalfa
38.66828711809118,29.2019422509249,21.432333,52.0,81,391,323,286,37,wheat
48.19528547978284,24.669338530059875,25.816668,99.0,81,473,328,198,41,sorghum
39.698550693967206,31.40976878680491,20.011667,93.0,80,302,413,286,57,alfalfa
44.14975412167564,19.559138672789267,26.814667,129.0,82,483,338,179,49,sorghum
54.71469957359712,22.392817566715973,29.145834,90.0,79,578,284,138,45,date_palm
45.25645927038151,28.58507112893697,25.1025,187.0,78,292,439,268,30,alfalfa
41.58268549820925,25.86802604304345,24.6735,132.0,80,384,355,261,48,sorghum
36.33433861200128,27.7943201733084,18.085333,70.0,78,491,281,227,69,wheat
35.81845005067981,28.417532834765755,20.322166,31.0,81,448,294,258,42,wheat
42.48743565764783,28.875826412277657,22.802166,118.0,79,343,350,308,50,alfalfa
40.90567916067659,26.169481029869008,24.187166,122.0,80,379,350,271,45,sorghum
47.06920785085448,24.12968839851716,26.5915,104.0,79,417,338,245,75,sorghum
40.27424863867586,30.58643714676241,20.959833,80.0,80,347,351,302,40,wheat
40.89096305854751,30.66036260724988,22.103167,82.0,80,344,345,311,43,wheat
45.56340545508433,18.66797556545012,27.649166,86.0,81,480,354,167,50,date_palm
54.8670522659438,21.543847287850497,29.505333,90.0,80,539,297,164,42,date_palm
44.0605970565078,25.044733896576737,25.610167,154.0,80,413,348,239,30,sorghum
48.10441146210282,26.33816505953984,25.597834,113.0,80,413,367,220,29,sorghum
48.94954633665391,24.783445528176056,25.913166,85.0,81,471,347,182,41,sorghum
41.88175297388257,29.583030906120904,22.950333,91.0,80,345,318,337,48,sorghum
48.61836978237341,21.256116668650037,28.923,63.0,81,527,314,158,40,date_palm
38.795027686246776,27.477384552976595,22.042667,72.0,80,367,307,326,29,date_palm
40.83752033624449,22.492466626999857,27.4295,98.0,81,479,311,210,34,sorghum
41.61672412104192,28.929405883573477,22.396667,107.0,80,342,303,354,61,alfalfa
36.71708883778553,26.43474423417868,24.846834,30.0,80,464,324,212,50,date_palm
43.78615895971282,24.138464048019056,26.143333,141.0,80,402,344,254,34,sorghum
47.13399207207565,25.921788493298685,25.3395,137.0,79,464,301,235,27,sorghum
52.46745293147334,21.29208929855897,28.592333,69.0,81,565,303,132,44,date_palm
53.45976281093164,21.02203397086102,29.081167,76.0,79,547,273,180,42,date_palm
43.119318811092185,24.08620577009909,26.181833,138.0,80,457,328,215,33,sorghum
41.847422525944296,24.66457486096495,26.298834,122.0,81,471,329,200,37,sorghum
50.03831087955892,21.227302280137387,28.721666,58.0,80,528,325,148,52,date_palm
47.45799021143908,20.63684448684557,29.116833,68.0,81,462,379,159,49,date_palm
41.45603619376976,20.24115210560572,20.726168,235.0,78,509,259,232,168,alfalfa
48.320713481350126,25.942088635758367,25.637667,101.0,80,478,301,221,35,sorghum
46.87778420023896,28.592601955761037,25.455833,175.0,79,311,404,285,34,sorghum
41.35986560202102,30.93553279049138,22.652834,78.0,80,325,401,274,43,wheat
50.56120944536437,21.71109798558697,28.4865,60.0,81,513,323,165,38,date_palm
41.91088711142919,18.83215882766782,29.700832,260.0,79,408,325,266,256,wheat
51.900216849090455,19.7179233832209,28.5405,66.0,81,550,338,112,39,date_palm
37.68431345781599,25.725798146830837,23.811333,62.0,78,366,300,333,99,alfalfa
38.45053449004285,25.689898483329188,26.5525,58.0,79,443,346,211,33,date_palm
48.105138210630585,20.5237854877116,29.094166,65.0,81,492,362,145,46,date_palm
43.33451868513801,22.041106232852847,28.1155,122.0,83,465,348,186,66,sorghum
40.62640648484161,21.23983535848705,22.564333,142.0,82,525,253,222,72,alfalfa
40.16033267060056,23.64843707835626,25.291166,100.0,81,541,295,164,31,date_palm
44.71784086332703,26.24130385911893,25.082333,182.0,79,455,348,197,33,sorghum
43.51493383847804,20.719670732648723,28.008667,130.0,83,450,326,224,47,sorghum
46.30474627565293,25.740487909530195,25.485832,153.0,79,442,314,243,27,sorghum
48.68889590883482,20.16295624042368,29.002666,60.0,80,489,359,152,47,date_palm
45.11732043166677,27.251296044234387,25.2825,202.0,79,390,384,226,25,alfalfa
43.262286378363626,22.93535915803851,26.919,129.0,82,547,279,174,47,sorghum
46.358818744873616,25.724939402319933,25.293333,156.0,79,470,313,217,35,sorghum
47.986974979962056,26.301305726961644,25.733833,115.0,80,417,362,220,24,sorghum
37.60284304967951,27.615106629104623,21.366667,62.0,81,412,267,322,37,date_palm
39.98692654356402,23.76406870077802,25.057667,101.0,81,539,293,168,35,sorghum
47.47284544793527,23.37802279009716,26.542334,96.0,81,483,312,205,34,sorghum
45.77962005943462,22.36870886921455,28.048166,100.0,82,427,316,256,38,sorghum
48.44168396459183,26.4320209626508,25.619833,105.0,79,462,312,226,26,sorghum
38.52863942523379,25.307358954655378,26.337,67.0,80,472,331,197,39,date_palm
38.09543591261997,30.418493451589804,21.036667,38.0,80,311,332,356,70,wheat
47.776867313678245,27.08530511556301,25.638666,129.0,79,482,272,245,26,sorghum
48.9606459060643,27.50524773752342,25.853167,103.0,77,370,322,308,48,alfalfa
43.237757421444776,26.14717947774818,24.702166,169.0,79,434,308,258,26,sorghum
47.01970279148729,23.655363367969606,26.452168,100.0,81,448,327,225,44,sorghum
41.372390010618645,20.4621375171504,22.8885,198.0,78,520,223,257,138,wheat
35.8507250905652,27.24116487755894,25.104166,13.0,81,526,296,179,81,sorghum
43.670651169198095,27.885599464679427,24.117,163.0,79,338,381,281,55,wheat
49.299436215007866,25.924169764656828,25.990667,83.0,81,443,317,240,35,sorghum
41.648881461916034,26.110697470120563,24.572666,137.0,80,359,388,253,52,wheat
45.34111723028046,23.88327272371888,26.0825,136.0,80,483,306,212,44,sorghum
36.06496634410333,28.79821411698223,21.030666,24.0,81,457,260,283,35,date_palm
41.86700190257002,29.104075855269585,22.466,105.0,79,365,309,326,50,alfalfa
43.44262646395915,25.05203776515761,24.940834,159.0,79,478,310,212,46,sorghum
46.99678274681558,24.6071375253046,25.4315,118.0,80,510,284,206,48,sorghum
50.32030406652443,19.225208228308063,28.905666,56.0,81,563,312,125,54,date_palm
40.414018127352655,25.51086140204148,24.165333,112.0,81,507,309,183,34,sorghum
52.28672484624979,19.3361689329019,28.532999,67.0,80,577,319,105,54,date_palm
41.14092583370624,26.778485722632883,22.712166,144.0,80,368,361,271,54,wheat
48.142697869530814,23.344903088326426,27.294666,83.0,81,452,333,215,44,date_palm
39.15302333543645,27.10396132979382,21.554832,90.0,79,428,310,262,48,sorghum
41.27761167817263,27.55572952357829,22.048166,142.0,80,386,307,308,51,wheat
51.19591429262685,19.11809054837053,28.436834,60.0,81,558,314,128,52,date_palm
47.45152143747488,24.431138254800324,26.303833,102.0,80,411,367,222,39,sorghum
47.788899485813005,26.72328010065278,25.612833,125.0,79,524,284,192,19,sorghum
51.467051822463134,20.926307358888543,28.562668,62.0,80,538,307,155,47,date_palm
46.857690503789314,26.71589726752589,25.5845,159.0,80,442,317,241,24,sorghum
44.78880770973455,23.307586634386933,26.865,129.0,80,487,309,204,49,sorghum
40.67865555216158,20.694779523631983,25.076666,158.0,79,544,288,168,112,sorghum
50.84910873953605,23.492057773499663,27.728666,66.0,79,514,327,159,46,date_palm
48.82687730564529,18.67821280334924,29.230167,59.0,82,528,353,119,44,date_palm
47.56273046573311,25.90337220675257,25.635,122.0,80,450,321,229,25,sorghum
51.38509938391555,19.704750429050293,28.539167,61.0,81,555,318,127,41,date_palm
37.40438996971642,27.01681661232106,20.007833,76.0,81,512,265,223,35,date_palm
38.82110487446437,30.08572515855545,21.829666,45.0,81,377,305,317,48,wheat
39.39227102691514,24.84722537197969,26.374666,77.0,80,398,402,200,70,sorghum
44.75474972691167,26.606995056988133,24.933666,193.0,79,435,315,250,34,sorghum
42.852517495688375,29.299624373722068,23.046833,111.0,79,351,326,323,64,alfalfa
45.233098776566095,17.90494736617943,27.158333,83.0,81,470,306,224,42,sorghum
49.00540422129612,22.966600437941423,27.904333,68.0,81,512,352,136,43,date_palm
46.79089534603415,17.318209906227704,28.383667,67.0,83,598,270,132,49,date_palm
36.96210463307624,27.767961261683773,19.390833,70.0,79,486,290,223,61,wheat
47.05387398873236,18.82939090607476,28.735666,70.0,82,533,320,147,51,date_palm
51.39138008477915,21.42593547644739,28.534332,61.0,80,519,323,157,44,date_palm
54.80351023470944,20.126190575951235,28.8965,92.0,80,554,306,140,42,date_palm
48.60540225478066,25.16432359981288,25.751167,93.0,81,474,317,208,41,sorghum
44.029390758184185,21.963108833380016,26.616167,134.0,82,477,347,175,54,sorghum
44.126361705402005,26.87228209300592,25.107332,184.0,80,324,385,291,35,sorghum
